"probe_id","chr","pos","UCSC_RefGene_Name","Relation_to_Island","array"
"cg00210249","chr10",71135679,"HK1;HK1;HK1;HK1;HK1","OpenSea","450K"
"cg07252792","chr22",21987048,"CCDC116","S_Shelf","450K"
"cg23325384","chr2",223724754,"ACSL3;ACSL3","N_Shore","450K"
"cg06230847","chr6",30297594,"TRIM39;TRIM39","S_Shelf","450K"
"cg22467468","chr19",19774512,"ATP13A1","Island","450K"
"cg09823543","chr6",43146056,"SRF","N_Shelf","450K"
"cg01137537","chr1",162039502,"NOS1AP;NOS1AP","Island","450K"
"cg23036683","chr5",67512108,"","Island","450K"
"cg02101876","chr13",40765110,"","OpenSea","450K"
"cg18806193","chr5",1338909,"CLPTM1L","N_Shore","450K"
"cg19510478","chr18",55296904,"","N_Shore","450K"
"cg02506360","chr16",46963989,"GPT2;GPT2","OpenSea","450K"
"cg11064833","chr7",134361658,"BPGM;BPGM","OpenSea","450K"
"cg05112617","chr3",93698932,"ARL13B;ARL13B","Island","450K"
"cg05307301","chr1",41268493,"KCNQ4;KCNQ4","S_Shore","450K"
"cg09245003","chr17",695428,"RNMTL1","OpenSea","450K"
"cg00263146","chr5",17221971,"BASP1","S_Shelf","450K"
"cg24334029","chr20",58296208,"PHACTR3;PHACTR3;PHACTR3","OpenSea","450K"
"cg27230067","chr1",77933593,"AK5;AK5","OpenSea","450K"
"cg11100157","chr5",16738049,"MYO10","OpenSea","450K"
"cg16951566","chr3",39093671,"WDR48","Island","450K"
"cg04010446","chr6",162311879,"PARK2;PARK2;PARK2","OpenSea","450K"
"cg22753611","chr6",17472892,"CAP2","OpenSea","450K"
"cg27658698","chr5",175955578,"RNF44","OpenSea","450K"
"cg18939928","chr19",1407468,"DAZAP1;DAZAP1","Island","450K"
"cg07807757","chr7",50894570,"","OpenSea","450K"
"cg03538383","chr12",110399167,"GIT2;GIT2;GIT2;GIT2;GIT2;GIT2","OpenSea","450K"
"cg25471715","chr8",144129543,"C8orf31","OpenSea","450K"
"cg18141744","chr11",69924156,"ANO1","N_Shore","450K"
"cg10653926","chr19",1069320,"HMHA1","N_Shore","450K"
"cg27144670","chr15",52161438,"TMOD3","OpenSea","450K"
"cg04110886","chr1",10675575,"PEX14","OpenSea","450K"
"cg07059784","chr2",233416233,"TIGD1;EIF4E2","S_Shore","450K"
"cg05039671","chr4",40245120,"RHOH","OpenSea","450K"
"cg05337019","chr1",16062361,"SLC25A34","S_Shelf","450K"
"cg06978145","chr20",30754792,"TM9SF4","OpenSea","450K"
"cg03393105","chr2",95788109,"MRPS5","S_Shore","450K"
"cg13784276","chr9",139103646,"QSOX2","OpenSea","450K"
"cg24208206","chr3",46036571,"FYCO1","N_Shore","450K"
"cg19010846","chr3",185653035,"TRA2B","N_Shelf","450K"
"cg16544989","chr16",85600639,"","OpenSea","450K"
"cg00574958","chr11",68607622,"CPT1A;CPT1A","N_Shore","450K"
"cg06906869","chr13",52734154,"NEK3;NEK3;NEK3;NEK3","S_Shore","450K"
"cg11719283","chr19",42574717,"","OpenSea","450K"
"cg02874605","chr12",100661778,"DEPDC4;SCYL2","S_Shore","450K"
"cg25886382","chr13",26760664,"","Island","450K"
"cg16119274","chr16",82204391,"MPHOSPH6","S_Shore","450K"
"cg21488617","chr1",38022586,"DNALI1","Island","450K"
"cg13287553","chr7",4784419,"FOXK1","N_Shore","450K"
"cg04503500","chr11",77158423,"PAK1;PAK1","OpenSea","450K"
"cg20292636","chr1",204328377,"PLEKHA6","OpenSea","450K"
"cg23418510","chr10",25240660,"PRTFDC1","N_Shore","450K"
"cg25312876","chr19",5151581,"KDM4B","Island","450K"
"cg07091529","chr2",16804409,"FAM49A","OpenSea","450K"
"cg17580045","chr12",4384890,"CCND2","S_Shore","450K"
"cg27225570","chr20",30458267,"DUSP15;TTLL9;DUSP15;DUSP15;DUSP15","Island","450K"
"cg01593673","chr17",46648014,"HOXB3","OpenSea","450K"
"cg25298596","chr12",91502248,"LUM","OpenSea","450K"
"cg26159832","chr14",103822211,"","OpenSea","450K"
"cg14625975","chr9",139909019,"ABCA2;ABCA2","N_Shore","450K"
"cg24102360","chr19",14801145,"ZNF333","Island","450K"
"cg15602420","chr1",20205059,"","N_Shelf","450K"
"cg22952678","chr12",65153241,"GNS","Island","450K"
"cg10303698","chr17",55969998,"CUEDC1","OpenSea","450K"
"cg14369329","chr14",70104457,"KIAA0247","OpenSea","450K"
"cg08129017","chr17",17728660,"SREBF1;SREBF1","S_Shore","450K"
"cg09364501","chr16",1609468,"IFT140","OpenSea","450K"
"cg17439967","chr1",229644775,"NUP133","S_Shore","450K"
"cg27554551","chr16",4421486,"VASN;CORO7","N_Shore","450K"
"cg20954977","chr2",232260116,"B3GNT7","Island","450K"
"cg18954339","chr14",105780420,"PACS2;PACS2","Island","450K"
"cg01595325","chr16",25706401,"HS3ST4","S_Shore","450K"
"cg12623364","chr4",109038130,"LEF1;LEF1;LEF1;LEF1","OpenSea","450K"
"cg17183174","chr13",76115526,"","S_Shelf","450K"
"cg14514120","chr12",64801624,"XPOT","S_Shelf","450K"
"cg06223162","chr1",101003688,"GPR88","N_Shore","450K"
"cg12667125","chr1",36181447,"C1orf216","N_Shelf","450K"
"cg17778556","chr2",224773702,"WDFY1","OpenSea","450K"
"cg02086839","chr8",144403439,"TOP1MT","Island","450K"
"cg07319712","chr19",1082786,"HMHA1","Island","450K"
"cg06673536","chr19",45213941,"CEACAM16","S_Shelf","450K"
"cg15525503","chr1",3773166,"DFFB;KIAA0562","N_Shore","450K"
"cg04724659","chr1",229480105,"C1orf96","S_Shore","450K"
"cg15851274","chr15",75748063,"SIN3A;SIN3A","Island","450K"
"cg00558986","chr3",93781766,"NSUN3;DHFRL1","Island","450K"
"cg01382864","chr2",220174251,"PTPRN","Island","450K"
"cg20443501","chr6",144329962,"PLAGL1;PLAGL1;PLAGL1;PLAGL1;PLAGL1;PLAGL1;PLAGL1;HYMAI;PLAGL1","S_Shore","450K"
"cg08367838","chr5",143549786,"YIPF5;KCTD16;YIPF5","N_Shore","450K"
"cg27111444","chr12",54590808,"","OpenSea","450K"
"cg17163737","chr1",47644999,"","OpenSea","450K"
"cg07731025","chr19",4400440,"SH3GL1;SH3GL1","Island","450K"
"cg08175536","chr15",89927750,"LOC254559","OpenSea","450K"
"cg06824423","chr6",157505631,"ARID1B;ARID1B;ARID1B","OpenSea","450K"
"cg00176888","chr17",56408804,"MIR142","OpenSea","450K"
"cg02128655","chr19",17186722,"MYO9B;HAUS8;MYO9B;HAUS8","Island","450K"
"cg03285617","chr6",86179345,"NT5E","OpenSea","450K"
"cg11238505","chr8",145691776,"CYHR1;KIFC2;KIFC2;CYHR1;CYHR1","Island","450K"
"cg14852409","chr10",65626240,"","OpenSea","450K"
"cg16999370","chr4",122302232,"QRFPR","Island","450K"
"cg13993802","chr11",107880029,"CUL5;CUL5","Island","450K"
"cg00522451","chr2",113464048,"","OpenSea","450K"
"cg23042230","chr8",74541769,"STAU2;STAU2;STAU2;STAU2;STAU2;STAU2;STAU2","OpenSea","450K"
"cg07774299","chr1",76253445,"RABGGTB;SNORD45A","OpenSea","450K"
"cg02938807","chr14",63785523,"GPHB5","OpenSea","450K"
"cg01394461","chr1",887576,"NOC2L","S_Shore","450K"
"cg26726230","chr17",79225857,"SLC38A10;SLC38A10","OpenSea","450K"
"cg00125455","chr20",44574271,"PCIF1","N_Shore","450K"
"cg04276669","chr4",26319867,"RBPJ;RBPJ","N_Shore","450K"
"cg01528492","chr8",91659356,"TMEM64;TMEM64","S_Shore","450K"
"cg21680729","chr17",17426422,"PEMT;PEMT;PEMT","OpenSea","450K"
"cg21766592","chr19",47288066,"SLC1A5;SLC1A5;SLC1A5;SLC1A5","N_Shelf","450K"
"cg15589939","chr7",624495,"PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B","OpenSea","450K"
"cg22166084","chr17",3602036,"","S_Shelf","450K"
"cg16505233","chr3",5239311,"EDEM1","OpenSea","450K"
"cg14501914","chr9",131219228,"ODF2;ODF2","Island","450K"
"cg18954900","chr12",96604497,"ELK3","OpenSea","450K"
"cg05853782","chr5",2205787,"","OpenSea","450K"
"cg27219748","chr16",84301329,"","OpenSea","450K"
"cg15408734","chr2",70369140,"","Island","450K"
"cg04232816","chr2",96905390,"LOC285033","OpenSea","450K"
"cg08973688","chr17",47983990,"","N_Shelf","450K"
"cg10158614","chr14",78227190,"SNW1;C14orf178","Island","450K"
"cg16251626","chr1",43672622,"WDR65;WDR65;WDR65;WDR65","OpenSea","450K"
"cg01829163","chr16",87871160,"SLC7A5","OpenSea","450K"
"cg26894438","chr17",15902633,"ZSWIM7;ZSWIM7;TTC19","Island","450K"
"cg01196858","chr7",30027454,"SCRN1;SCRN1;SCRN1;SCRN1","N_Shore","450K"
"cg23939642","chr17",79225757,"SLC38A10;SLC38A10","OpenSea","450K"
"cg26012092","chr5",179040212,"","OpenSea","450K"
"cg09887284","chr12",54388147,"","Island","450K"
"cg07796002","chr19",42392337,"ARHGEF1;ARHGEF1;ARHGEF1","S_Shelf","450K"
"cg25579180","chr7",71098623,"WBSCR17","OpenSea","450K"
"cg02339793","chr17",79225573,"SLC38A10;SLC38A10","OpenSea","450K"
"cg09336988","chr19",42386872,"ARHGEF1;ARHGEF1","Island","450K"
"cg27396447","chr19",40561828,"ZNF780B","Island","450K"
"cg02192677","chr1",3555737,"WDR8","N_Shore","450K"
"cg25082710","chr1",152880108,"IVL","OpenSea","450K"
"cg20153737","chr18",77835867,"","Island","450K"
"cg24332710","chr1",46016173,"AKR1A1;AKR1A1","N_Shore","450K"
"cg07699613","chr5",150603746,"CCDC69","Island","450K"
"cg26426774","chr8",33356290,"C8orf41;MAK16;C8orf41","OpenSea","450K"
"cg21712678","chr22",41697701,"ZC3H7B;ZC3H7B","Island","450K"
"cg22404646","chr11",833345,"CD151;CD151;CD151;CD151","Island","450K"
"cg01252398","chr11",2029688,"","S_Shelf","450K"
"cg08741842","chr1",113009882,"WNT2B","S_Shore","450K"
"cg10228162","chr9",133589493,"ABL1;ABL1","S_Shore","450K"
"cg20856497","chr17",80205617,"CSNK1D;CSNK1D","N_Shore","450K"
"cg24593832","chr1",178545287,"","OpenSea","450K"
"cg22314314","chr3",44802754,"KIF15;KIAA1143","N_Shore","450K"
"cg00574412","chr17",27892866,"ABHD15","N_Shore","450K"
"cg05185634","chr14",24804750,"ADCY4","S_Shore","450K"
"cg16724148","chr1",100326338,"AGL;AGL;AGL;AGL;AGL;AGL","OpenSea","450K"
"cg08772028","chr11",118085736,"AMICA1","OpenSea","450K"
"cg24319836","chr19",10213465,"ANGPTL6","N_Shelf","450K"
"cg15855924","chr13",111565111,"ANKRD10","N_Shore","450K"
"cg09496748","chr2",198029215,"ANKRD44","Island","450K"
"cg04737087","chr2",71205052,"ANKRD53;ANKRD53","N_Shore","450K"
"cg25139636","chr15",69084888,"ANP32A","OpenSea","450K"
"cg00061031","chr9",100744026,"ANP32B","N_Shore","450K"
"cg14277403","chr9",100748520,"ANP32B","S_Shore","450K"
"cg05155595","chr2",70008161,"ANXA4","OpenSea","450K"
"cg27464065","chr12",12940610,"APOLD1;APOLD1","S_Shore","450K"
"cg27366162","chr17",66375195,"ARSG","OpenSea","450K"
"cg24727216","chr20",30947724,"ASXL1;ASXL1","S_Shore","450K"
"cg18696027","chr15",45002597,"B2M","N_Shore","450K"
"cg17016266","chr2",232261238,"B3GNT7","N_Shore","450K"
"cg03732014","chr21",30676184,"BACH1;BACH1;BACH1","OpenSea","450K"
"cg12194745","chr17",79423649,"BAHCC1","N_Shelf","450K"
"cg00419702","chr22",38485294,"BAIAP2L2","Island","450K"
"cg01180628","chr3",5023394,"BHLHE40","N_Shore","450K"
"cg24655262","chr17",8092054,"C17orf59;C17orf59","N_Shore","450K"
"cg03764274","chr17",79632335,"C17orf90;CCDC137","N_Shore","450K"
"cg00536532","chr6",33561449,"C6orf227","S_Shore","450K"
"cg13477101","chr7",1067302,"C7orf50;C7orf50;C7orf50","Island","450K"
"cg03059247","chr8",11287657,"C8orf12;FAM167A","OpenSea","450K"
"cg08782002","chr17",61847885,"CCDC47","N_Shelf","450K"
"cg13311440","chr1",160681404,"CD48","OpenSea","450K"
"cg06180389","chr1",111436823,"CD53;CD53","OpenSea","450K"
"cg07413467","chr7",92238086,"CDK6;CDK6","OpenSea","450K"
"cg00908631","chr1",51433616,"CDKN2C","N_Shore","450K"
"cg06799321","chr16",66995143,"CES3;CES3","OpenSea","450K"
"cg01179256","chr12",105141965,"CHST11","OpenSea","450K"
"cg09791743","chr6",42898508,"CNPY3","S_Shore","450K"
"cg05242244","chr12",53553086,"CSAD","OpenSea","450K"
"cg26033504","chr1",201458737,"CSRP1;CSRP1","OpenSea","450K"
"cg10395806","chr11",70280601,"CTTN;CTTN","OpenSea","450K"
"cg05522498","chr11",126211099,"DCPS","OpenSea","450K"
"cg03576748","chr16",452547,"DECR2","S_Shore","450K"
"cg06228828","chr13",50653048,"DLEU2","N_Shelf","450K"
"cg01017147","chr1",171810105,"DNM3;DNM3","N_Shore","450K"
"cg15150970","chr2",25473529,"DNMT3A;DNMT3A;DNMT3A","N_Shore","450K"
"cg19273683","chr1",21656047,"ECE1","OpenSea","450K"
"cg20033981","chr13",41590153,"ELF1","OpenSea","450K"
"cg24361265","chr15",44068668,"ELL3","Island","450K"
"cg06009267","chr8",144948764,"EPPK1","S_Shore","450K"
"cg03332546","chr19",16553887,"EPS15L1","OpenSea","450K"
"cg05510337","chr16",68268252,"ESRP2","N_Shore","450K"
"cg00001793","chr12",11905390,"ETV6","OpenSea","450K"
"cg06225767","chr12",11912232,"ETV6","OpenSea","450K"
"cg18824549","chr17",47807591,"FAM117A","OpenSea","450K"
"cg25710298","chr2",286830,"FAM150B","N_Shore","450K"
"cg20362308","chr17",15412141,"FAM18B2","OpenSea","450K"
"cg06468626","chr5",169409235,"FAM196B;DOCK2","OpenSea","450K"
"cg00166216","chr3",194407860,"FAM43A","Island","450K"
"cg20306265","chr1",118157624,"FAM46C","OpenSea","450K"
"cg10813980","chr2",16845587,"FAM49A","OpenSea","450K"
"cg09906145","chr16",67562424,"FAM65A","N_Shore","450K"
"cg08893087","chr1",93416982,"FAM69A","OpenSea","450K"
"cg03068319","chr6",17600252,"FAM8A1","N_Shore","450K"
"cg03805684","chr11",61561219,"FEN1;C11orf10;MIR611","S_Shore","450K"
"cg11327857","chr4",123747558,"FGF2","N_Shore","450K"
"cg07529392","chr12",52215972,"FIGNL2","Island","450K"
"cg01040890","chr5",180073780,"FLT4;FLT4","N_Shore","450K"
"cg13816423","chr6",41513166,"FOXP4;FOXP4;FOXP4","N_Shore","450K"
"cg27407423","chr10",5851600,"GDI2;GDI2","N_Shelf","450K"
"cg11491284","chr3",141888226,"GK5","OpenSea","450K"
"cg24675730","chr1",28994850,"GMEB1;GMEB1","OpenSea","450K"
"cg02359132","chr6",111279585,"GTF3C6","N_Shore","450K"
"cg14975122","chr1",32761824,"HDAC1","S_Shelf","450K"
"cg02654940","chr6",34206400,"HMGA1;HMGA1;HMGA1;HMGA1;HMGA1;HMGA1","S_Shore","450K"
"cg17002899","chr14",21727471,"HNRNPC;HNRNPC;HNRNPC;HNRNPC","OpenSea","450K"
"cg14034325","chr10",43891459,"HNRNPF;HNRNPF;HNRNPF;HNRNPF;HNRNPF;HNRNPF","N_Shore","450K"
"cg24469729","chr7",27160520,"HOXA3;HOXA3","N_Shore","450K"
"cg02647520","chr6",33173218,"HSD17B8","S_Shore","450K"
"cg03845837","chr16",67203406,"HSF4;HSF4","N_Shore","450K"
"cg06619959","chr3",9956506,"IL17RE;IL17RE;IL17RE","N_Shore","450K"
"cg11555067","chr2",99081350,"INPP4A;INPP4A;INPP4A;INPP4A","OpenSea","450K"
"cg19978242","chr10",121578846,"INPP5F;INPP5F","S_Shore","450K"
"cg25045785","chr10",121578639,"INPP5F;INPP5F","S_Shore","450K"
"cg04864179","chr7",128579964,"IRF5;IRF5;IRF5;IRF5;IRF5;IRF5;IRF5","S_Shore","450K"
"cg24131262","chr3",4549756,"ITPR1;ITPR1;ITPR1","OpenSea","450K"
"cg09898793","chr1",110756235,"KCNC4;KCNC4;KCNC4","S_Shore","450K"
"cg26846781","chr17",61620942,"KCNH6;KCNH6","OpenSea","450K"
"cg00842095","chr14",70116951,"KIAA0247","OpenSea","450K"
"cg06934523","chr14",70077930,"KIAA0247","N_Shore","450K"
"cg18533225","chr22",50986813,"KLHDC7B","Island","450K"
"cg16062877","chr17",25798415,"KSR1","OpenSea","450K"
"cg17918556","chr2",169372300,"LASS6","OpenSea","450K"
"cg09723161","chr7",2563909,"LFNG;LFNG;LFNG;LFNG","Island","450K"
"cg25741368","chr19",42906601,"LIPE","S_Shore","450K"
"cg10575367","chr16",2801914,"LOC100128788;SRRM2","Island","450K"
"cg06738786","chr20",19265058,"LOC100130264;SLC24A3","OpenSea","450K"
"cg08973382","chr2",74728623,"LOC151534;LBX2","N_Shore","450K"
"cg02812767","chr15",74218468,"LOXL1","N_Shore","450K"
"cg24150385","chr3",66543263,"LRIG1","OpenSea","450K"
"cg10788371","chr11",76381040,"LRRC32;LRRC32;LRRC32","N_Shore","450K"
"cg25306932","chr1",151132257,"LYSMD1;LYSMD1","OpenSea","450K"
"cg13702222","chr3",152017240,"MBNL1;MBNL1;MBNL1;MBNL1;MBNL1;MBNL1;MBNL1;MBNL1;MBNL1;MBNL1;MBNL1;MBNL1","OpenSea","450K"
"cg24139720","chr1",204485075,"MDM4;MDM4","N_Shore","450K"
"cg02341119","chr17",74866479,"MGAT5B","Island","450K"
"cg13050716","chr3",127416580,"MGLL;MGLL","OpenSea","450K"
"cg01438090","chr11",30502936,"MPPED2;MPPED2","OpenSea","450K"
"cg12430029","chr17",55446979,"MSI2;MSI2","OpenSea","450K"
"cg00163372","chr8",128752988,"MYC","S_Shore","450K"
"cg17073306","chr4",671791,"MYL5;MYL5","N_Shelf","450K"
"cg19534753","chr3",123340306,"MYLK;MYLK;MYLK;MYLK;MYLK;MYLK","OpenSea","450K"
"cg14316231","chr8",41895100,"MYST3;MYST3;MYST3","OpenSea","450K"
"cg22384801","chr15",60767308,"NARG2;NARG2","N_Shelf","450K"
"cg07209244","chr5",172116212,"NEURL1B","S_Shelf","450K"
"cg04367503","chr19",13121571,"NFIX","Island","450K"
"cg16167741","chr1",41174793,"NFYC;NFYC;NFYC;NFYC;NFYC","OpenSea","450K"
"cg11765003","chr2",220024730,"NHEJ1","N_Shore","450K"
"cg19030554","chr16",1822289,"NME3;MRPS34;EME2","Island","450K"
"cg26196087","chr1",120530251,"NOTCH2","OpenSea","450K"
"cg15059065","chr19",17354961,"NR2F6","N_Shore","450K"
"cg09008322","chr5",176726772,"NSD1;NSD1","N_Shelf","450K"
"cg10944833","chr6",17702460,"NUP153","N_Shelf","450K"
"cg08496737","chr11",62573844,"NXF1;NXF1","S_Shore","450K"
"cg08244750","chr14",94494115,"OTUB2","S_Shore","450K"
"cg08479476","chr2",70313163,"PCBP1","N_Shore","450K"
"cg23445461","chr5",140864733,"PCDHGA4;PCDHGC3;PCDHGA12;PCDHGA11;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGC4;PCDHGB6;PCDHGB3;PCDHGC4;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5;PCDHGC3","Island","450K"
"cg23015991","chr12",20556313,"PDE3A","OpenSea","450K"
"cg02004370","chr16",69362629,"PDF;COG8","N_Shore","450K"
"cg01211283","chr8",22735276,"PEBP4","OpenSea","450K"
"cg09423126","chr8",22735333,"PEBP4","OpenSea","450K"
"cg18262201","chr10",6187854,"PFKFB3","Island","450K"
"cg03084350","chr3",38065265,"PLCD1;PLCD1;PLCD1","N_Shore","450K"
"cg03958308","chr8",145014989,"PLEC1;PLEC1;PLEC1;PLEC1;PLEC1;PLEC1;PLEC1;PLEC1","N_Shore","450K"
"cg01676795","chr7",75586348,"POR","OpenSea","450K"
"cg09190408","chr11",67170610,"PPP1CA;PPP1CA;TBC1D10C;PPP1CA","S_Shore","450K"
"cg26645468","chr5",133559272,"PPP2CA","N_Shore","450K"
"cg16179607","chr2",68476020,"PPP3R1","N_Shelf","450K"
"cg07298431","chr11",129817649,"PRDM10;PRDM10;PRDM10;PRDM10","OpenSea","450K"
"cg06868100","chr7",29606349,"PRR15","S_Shore","450K"
"cg08123207","chr6",32118312,"PRRT1","Island","450K"
"cg09154256","chr2",65352897,"RAB1A;RAB1A","N_Shelf","450K"
"cg12699865","chr20",32583031,"RALY;RALY","S_Shore","450K"
"cg25406442","chr8",94750120,"RBM12B","N_Shelf","450K"
"cg18183961","chr4",40519094,"RBM47;RBM47","OpenSea","450K"
"cg02855207","chr11",73087016,"RELT;RELT","N_Shore","450K"
"cg04577162","chr7",73667397,"RFC2;RFC2","N_Shore","450K"
"cg18033416","chr17",30592033,"RHBDL3","N_Shore","450K"
"cg25840926","chr2",20647987,"RHOB;RHOB","Island","450K"
"cg19494100","chr6",18387313,"RNF144B","N_Shore","450K"
"cg13532004","chr9",137030823,"RNU6ATAC","S_Shore","450K"
"cg01475538","chr11",14381234,"RRAS2;RRAS2","S_Shore","450K"
"cg14854355","chr17",26708366,"SARM1","Island","450K"
"cg26847866","chr8",27492077,"SCARA3;SCARA3","S_Shore","450K"
"cg00658151","chr1",31368797,"SDC3","OpenSea","450K"
"cg13584258","chr9",92040726,"SEMA4D;SEMA4D","OpenSea","450K"
"cg06720467","chr1",27189440,"SFN","N_Shore","450K"
"cg10040131","chr2",73178866,"SFXN5","OpenSea","450K"
"cg00347863","chr7",94220697,"SGCE;SGCE;SGCE","OpenSea","450K"
"cg00718036","chr4",108745325,"SGMS2","N_Shore","450K"
"cg11681597","chr1",249116587,"SH3BP5L","N_Shelf","450K"
"cg06441398","chr11",70317455,"SHANK2;SHANK2","OpenSea","450K"
"cg11851129","chr12",57624530,"SHMT2;SHMT2;SHMT2;SHMT2;SHMT2;SHMT2;SHMT2;SHMT2","S_Shore","450K"
"cg25446191","chr3",170077545,"SKIL;SKIL;SKIL;SKIL","S_Shore","450K"
"cg19497444","chr11",2930794,"SLC22A18;SLC22A18","Island","450K"
"cg02257517","chr9",136340262,"SLC2A6;SLC2A6","Island","450K"
"cg13716321","chr9",140130136,"SLC34A3","S_Shore","450K"
"cg23031196","chr12",46664096,"SLC38A1;SLC38A1","S_Shore","450K"
"cg05438378","chr15",67383736,"SMAD3","OpenSea","450K"
"cg19712659","chr1",28906356,"SNHG12;SNORD99;SNORA61","N_Shore","450K"
"cg08754067","chr5",40833236,"SNORD72;RPL37","N_Shelf","450K"
"cg25643223","chr13",24787195,"SPATA13;SPATA13","OpenSea","450K"
"cg26531804","chr15",41135847,"SPINT1;SPINT1;SPINT1","Island","450K"
"cg05958351","chr16",2804731,"SRRM2","N_Shore","450K"
"cg18241337","chr3",156271892,"SSR3","N_Shore","450K"
"cg25831522","chr11",8779964,"ST5;ST5;ST5","OpenSea","450K"
"cg23264429","chr10",90642003,"STAMBPL1","S_Shore","450K"
"cg04230060","chr9",114937992,"SUSD1","S_Shore","450K"
"cg00937359","chr6",86350540,"SYNCRIP;SYNCRIP;SYNCRIP;SYNCRIP;SYNCRIP;SYNCRIP","N_Shore","450K"
"cg03607573","chr11",93471889,"TAF1D","N_Shelf","450K"
"cg04852339","chr2",159841571,"TANC1;TANC1","OpenSea","450K"
"cg17662369","chr5",179333958,"TBC1D9B;TBC1D9B","N_Shore","450K"
"cg04370442","chr16",58019866,"TEPP;TEPP","Island","450K"
"cg18973101","chr1",156251280,"TMEM79;SMG5","OpenSea","450K"
"cg02892925","chr8",60032926,"TOX","S_Shore","450K"
"cg09540738","chr8",81080281,"TPD52;TPD52","N_Shelf","450K"
"cg14064762","chr9",123688745,"TRAF1","N_Shelf","450K"
"cg15931839","chr6",111880530,"TRAF3IP2;TRAF3IP2;TRAF3IP2;TRAF3IP2;TRAF3IP2","OpenSea","450K"
"cg25944717","chr5",180648843,"TRIM41;TRIM41","N_Shore","450K"
"cg05439368","chr15",45028098,"TRIM69;TRIM69","OpenSea","450K"
"cg17980786","chr3",32933637,"TRIM71","OpenSea","450K"
"cg23120725","chr15",50975608,"TRPM7","N_Shelf","450K"
"cg26143577","chr20",30778628,"TSPYL3","S_Shore","450K"
"cg10416593","chr22",50966123,"TYMP;SCO2;TYMP;TYMP","Island","450K"
"cg26744362","chr19",56168861,"U2AF2;U2AF2","N_Shore","450K"
"cg02405476","chr20",44441818,"UBE2C;UBE2C;UBE2C;UBE2C;UBE2C;UBE2C;UBE2C;UBE2C","S_Shore","450K"
"cg19197419","chr20",44441612,"UBE2C;UBE2C;UBE2C;UBE2C;UBE2C;UBE2C;UBE2C","Island","450K"
"cg26588061","chr10",12086036,"UPF2;UPF2","S_Shore","450K"
"cg14387743","chr6",133056278,"VNN3;VNN3","OpenSea","450K"
"cg01792532","chr1",33284208,"YARS;S100PBP;S100PBP","S_Shore","450K"
"cg14659930","chr3",114128301,"ZBTB20;ZBTB20;ZBTB20;ZBTB20;ZBTB20;ZBTB20","OpenSea","450K"
